clean_tags,date,Month,tweet,language,replies_count,retweets_count,likes_count,Year,Day
"leag, neinzumkohlevertrag",2021-01-13,1,"Zur Erinnerung: @PeterAltmaier hat bis Dezember ein Jahr lang ein Gutachten zurückgehalten, nach dem die Dörfer in jedem Fall erhalten bleiben könnten und die Kosten für den Betreiber #LEAG (1,75 Mrd. Entschädigung) auf 14-35 Mio. € beziffert.  Wir fordern: #NeinZumKohlevertrag!",german,4,80,353,2021,13
kohleausstieg,2021-01-13,1,"Die @spdbt nennt den #Kohleausstieg ""sozial, ökologisch &amp; rechtssicher"" – in Wahrheit:  ❌Sozial: für RWE werden Dörfer vernichtet; die Kohlekonzerne erhalten 4,35 Mrd.  ❌Ökologisch: Klimaziele von Paris werden unerreichbar  ❌Rechtssicher: EU-Kommission leitet Prüfverfahren ein",german,11,156,570,2021,13
"fridaysforfuture, climatejustice, fightfor1point5",2021-01-13,1,The first Global Climate Strike of 2021 is here!  Save the date. 19 March 2021.  Join us and be a part of the Climate Justice movement! Stay tuned for more information!  #FridaysForFuture  #ClimateJustice  #fightfor1point5   @Fridays4future  @GretaThunberg  https://t.co/k34hnl6v2p,english,12,128,332,2021,13
nomoreemptypromises,2021-01-13,1,"Am 19. März streiken wir wieder weltweit und fordern #NoMoreEmptyPromises! Regelmäßig aktualisierte Infos zum Streik, den Aktionsformen und Orten findet ihr auf unserer Website! Stay tuned ✊  https://t.co/x6KcHenE9X",german,129,219,636,2021,13
"fridaysforfuture, arte, delivredeplástico",2021-01-13,1,Por mais ações incríveis como essa! Que a arte ajude as pessoas a pensarem duas vezes antes de jogar lixo em locais indevidos!  #FridaysForFuture #Arte #Delivredeplástico  Instagram: @luburlamaqui,portugese,2,8,36,2021,13
"klimakrise, nomoreemptypromises",2021-01-13,1,"3| ... Steuergeldern in Milliardenhöhe und treiben die Katastrophen der #Klimakrise damit an. Im Jahr 2021, in dem die Zerstörung unserer Lebensgrundlagen gerade in den Wahlen als Thema ganz oben stehen muss, streiken wir gemeinsam mit euch weiter. #NoMoreEmptyPromises",german,8,31,316,2021,13
nomoreemptypromises,2021-01-13,1,"1| EIL: Wir haben uns entschieden, am 19. März unter #NoMoreEmptyPromises zu unserem nächsten globalen Klimastreik aufzurufen. Im Hinblick auf die aktuellen Unsicherheiten &amp; aufbauend auf 10 Monaten Erfahrung erarbeiten wir mit Hochdruck Aktionen für einen Corona-konformen ...",german,28,237,939,2021,13
fridaysforfuture,2021-01-13,1,"Am 19. März ist es soweit: Der nächste Weltweite Klimastreik findet statt! ✊ 🔥 In welcher Form genau, hängt von den äußeren Umständen zu der Zeit ab. Aber verlass dich darauf, wir haben nicht auf unsere Zukunft vergessen. Lasst uns gemeinsam laut werden! 🌍📣 #FridaysForFuture  https://t.co/8kIOsVtNpQ",german,5,33,89,2021,13
klimagerechtigkeit,2021-01-13,1,"Klingt gut, doch diese Studie zeigt:  biologische Vielfalt wird nicht durch das Vertreiben und Ausschließen Indigener gestärkt!  #Klimagerechtigkeit kann keinen Neokolonialismus bedeuten.    https://t.co/IE5fUwUbXJ",german,4,25,107,2021,13
"merzverhindern, cduvorsitz, teammerz",2021-01-13,1,"Antifa-Zeckenbiss, Volksverpetzer, Funktionäre von Grüner Jugend &amp; Fridaysforfuture trommeln mit #MerzVerhindern &amp; einer eigenen Petition gegen Merz.  Die politischen Gegner haben große Angst. Klarer kann man es nicht aufzeigen, er ist der richtige für den #CDUVorsitz.  #TeamMerz",german,5,22,165,2021,13
"savetheplanet, fridaysforfuture, gretathunberg, climatestrike, globalwarming, actnowforfuture, facetheclimateemergency, gogreen, endcoal, saveourselves, savehumanity, climateaction, climatechange, climatecrisis, climateemergency, climatejustice, plasticpollution",2021-01-13,1,Our hashtags:   #SaveThePlanet #FridaysForFuture #GretaThunberg #ClimateStrike #GlobalWarming  #ActNOWForFuture #FaceTheClimateEmergency #GoGreen #EndCoal #SaveOurselves #SaveHumanity #ClimateAction #ClimateChange #ClimateCrisis #ClimateEmergency #ClimateJustice #PlasticPollution  https://t.co/aE1ecKIXNT,french,36,135,171,2021,13
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit",2021-01-13,1,Guten Morgen vom Hirschgarten 👋😷an scheena Miadswoch schneibt ins Land... #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt 💪🍀🌹✊☕🥦,german,10,5,18,2021,13
"nordstream2, pipelineindiekrise",2021-01-12,1,"Bevor die @SPDde morgen über die Milliardenentschädigungen für Kohlekonzerne abstimmt, verteidigt sie heute in Mecklenburg-Vorpommern #NordStream2.  @CKemfert liefert die wissenschaftlichen Fakten dazu, warum diese #PipelineInDieKrise führt &amp; nicht beendet werden darf:  https://t.co/QpxAVzqo6G",german,37,197,644,2021,12
"fridaysforfuture, klimaschutz, pipelineindiekrise",2021-01-12,1,Gas ist keine Brückentechnologie. Ausbau von Gasinfrastruktur ist Wette gg Pariser Klimaabkommen. Ich begrüße Protest von @Ende__Gelaende &amp; #fridaysforfuture. Sie zeigen Fehler verfehlter Energiewende auf. Wir brauchen auch Plan für Gas-Ausstieg☀️ #Klimaschutz #PipelineInDieKrise  https://t.co/4MqiOrvW7C,german,3,17,67,2021,12
"nordstream2, pipelineindiekrise",2021-01-12,1,"Heute haben wir in Rostock, Lubmin, Warnemünde, Schwerin, Zug und Berlin gezeigt, dass die Klimastiftung von @Manuelaschwesig eine reine Mogelpackung und Gas keine Brückentechnologie ist. #NordStream2 ist kein Klimaschutz sondern eine #PipelineInDieKrise!  https://t.co/ENwShbInvk",german,37,76,558,2021,12
pipelineindiekrise,2021-01-12,1,"Finde den Fehler:     Klimastiftung           Milliarden für zum Pipelinebau       Kohlekonzerne                                      🤝      SPD: ""sozialökologische Politik""  #PipelineInDieKrise",german,6,82,561,2021,12
"nordstream2, nordstream, pipelineindiekrise",2021-01-12,1,Solidarisch mit dem Widerstand gegen #Nordstream2 in Deutschland. Heute vor dem Hauptsitz von #Nordstream in Zug.  #PipelineInDieKrise ✊🏻🌏 @FridayForFuture @klimastreik  https://t.co/yGbM5bXF00,german,5,18,60,2021,12
"yre, fridaysforfuture, climatestrike",2021-01-12,1,"@fff_europe We are the Young Reporters for the Environment Ghana #YRE, and we are the initiators and implementers of the #FridaysForFuture #climatestrike in the country - follow is and see the online version this Friday!  https://t.co/SoLD6FdfqU",english,3,11,27,2021,12
nordstream2,2021-01-12,1,"Für alle, die die wissenschaftlichen Faktenlage zu #NordStream2 nicht kennen – @ClaudiaKemfert fasst die Erkenntnisse des Deutschen Instituts für Wirtschaftsforschung hier zusammen:  https://t.co/b4O5KCthhA",german,4,21,117,2021,12
"nordstream2, pipelineindiekrise",2021-01-12,1,"Bevor die @SPDde den Kohle-Konzernen morgen im Bundestag Milliarden schenken möchte, treibt sie mit dem Geld von Gazprom noch schnell #NordStream2 voran. In Schwerin, Lubmin, Warnemünde, Berlin &amp; Zug fordern wir heute das Ende ALLER fossilen Energieträger! #PipelineInDieKrise  https://t.co/Jbp4bN6Ha3",german,50,190,865,2021,12
"energiewende, klimaschutz, klimaziele",2021-01-12,1,"Northstream II: unnötig, teuer, Behinderung der #Energiewende und #Klimaschutz. Erdgasbedarf wurde in Vergangenheit immer systematisch überschätzt. Erdgasbedarf wird mit Einhaltung der #Klimaziele abnehmen, siehe @DIW_Berlin Studie  https://t.co/kUs41SnrI6 @FridayForFuture  https://t.co/MVkFJfSjDg",german,34,195,665,2021,12
pipelineindiekrise,2021-01-12,1,@ManuelaSchwesig @JugendRun #PipelineInDieKrise  https://t.co/C7LsxfamK0,qme,4,37,382,2021,12
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit",2021-01-12,1,Guten Morgen vom Hirschgarten 👋😷Der Lockruf der Physio durchbricht des Dienstags Morgenstille ... #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt 💪🍀🌹✊☕🥦,german,8,3,16,2021,12
"gretathunberg, fridaysforfuture",2021-01-11,1,@JeanMunk @welt Wer eine 18 jährigen Göre mit Asperger-Syndrom Ernst nimmt ist einfach nur selbst schuld. #GretaThunberg #FridaysForFuture,german,5,3,14,2021,11
"energiewende, fridaysforfuture",2021-01-11,1,Erneuerbaren-Ausbau erhöht laut Stromversorgern die Blackout-Gefahr  #Energiewende #FridaysForFuture   https://t.co/rLGGlTVuuH,german,2,4,11,2021,11
"oneplanetsummit, klimakrise",2021-01-11,1,"Heute findet der ""#OnePlanetSummit"" mit Führungskräften der EU und der UN digital statt – fast niemand berichtet. Habt ihr die Hoffnung aufgegeben oder interessiert die #Klimakrise nicht mehr? Wir fordern akute Maßnahmen für den Weg zu 1,5 Grad!   https://t.co/z0hIK07x5R",german,11,80,285,2021,11
fridaysforfuture,2021-01-11,1,"Why is @GretaThunberg giving money to @WWF❓  She's not the only one of course, but still...  #FridaysForFuture",english,3,13,29,2021,11
evacuateallcampsnow,2021-01-11,1,Schaut ihr noch weg oder fordert ihr mit uns #EvacuateAllCampsNow !?,german,12,178,559,2021,11
"stopshell, northsea, climatestrike, fridaysforfuture, nocarsundays, belarus, hongkong, usa, swedishconstitution, climateemergency, savecongorainforest, shoeprotest",2021-01-11,1,"🆘🆘 D94 @Shell  #StopShell dumping 11,000 tonnes of Toxic waste! #NorthSea W126 #ClimateStrike #FridaysForFuture   W2 #NoCarSundays D9 #Belarus #HongKong #USA D28 #SwedishConstitution @SwedishPM #ClimateEmergency W22 @11thHfc   D192 #SaveCongoRainforest   M9 #ShoeProtest 🆘🆘  https://t.co/Ps0BGJ6eza",english,2,6,15,2021,11
"hambibleibt, hambacherforst, mahnwachelützerath, fridaysforfuture, endegelände, aktionschlagloch, l277, manheim, morschenich, keyenberg, dannibleibt, keinea49, dannenroederforst, alledoerferbleiben, lützerath",2021-01-11,1,Lützerath -  Eine wahre Geschichte #hambibleibt #HambacherForst  #mahnwachelützerath #FridaysForFuture #endegelände  #aktionschlagloch #L277 #manheim #morschenich #keyenberg #dannibleibt #keinea49 #Dannenroederforst #AlleDoerferBleiben  #lützerath  https://t.co/hVoRgKzZBx,german,2,13,37,2021,11
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit",2021-01-11,1,Guten Morgen vom Hirschgarten 👋😷Montag und im Westen nichts Neues... #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt 💪🍀🌹✊☕🥦,german,12,3,16,2021,11
"fridaysforfuture, extinctionrebellion, greatreset",2021-01-10,1,"Ich habe die letzten Tage 90 Follower verloren.   Ich nehme mal an, das waren welche von diesen extrem fanatischen #FridaysForFuture, #ExtinctionRebellion oder #GreatReset-Anhängern. Richtig?",german,7,4,21,2021,10
"fridaysforfuture, unteilbar",2021-01-10,1,@sixtus @MPKretschmer Mit #FridaysForFuture hat er nicht geredet. Oder mit #unteilbar.,german,2,3,10,2021,10
"sundayshoutout, positivevibes, positivity, bepositive, positivemindset, vocal4local, swadeshi, प्रबुद्ध_मनन, सकारात्मक_संदेश, fridaysforfuture, नव_वर्ष_अन्नदाता_के_संग",2021-01-10,1,@shankardutta117 @PriyaJa0016 @nickystevo @omraj_jeetun @RotiBankSankul @JPsrivastavaBJP @savebygrace71 @anvay_dubey1604 @baski_LA @VivMilano @DrReenaMalviya1 @PardeshiPushpa @GoogleExpertUK @LUPsy2020 @OurFutureBot @manishBJPUP @shaakbhaji @brajeshlive @AmodRaiLive @keertii__ @DurgeshAIHLU @fabcouleurs @MisraSheela @Manvend59913658 @pooja_singh93 @peeku79 @rmahajan25 @pooran775 @amarnathdwi9044 @pd_dubey1 @Yuvrajkk82 @SheoKMishra @MSharmaWBMS @hindustanse @roykajal @VinodKu26407139 @brkapur ✌️☀️ #SundayShoutout ☀️✌️ सौजन्य : @amarnathdwi9044 #PositiveVibes #positivity #BePositive #positivemindset #Vocal4Local #Swadeshi #प्रबुद्ध_मनन #सकारात्मक_संदेश  #FridaysForFuture #नव_वर्ष_अन्नदाता_के_संग    https://t.co/o8LEIa0hPR  https://t.co/xlVG5bjnef  https://t.co/Mour44OWz4,nepali,3,8,8,2021,10
madrid,2021-01-10,1,"In #Madrid ist soviel Schnee gefallen, dass die Bäume zusammenbrechen!!! An alle grünen Kobolde und @FridayForFuture Jünger: Ihr wurdet veräppelt! Wo ist denn jetzt die Wärme?! Die Hitze?! So einen Winter hat es in Spanien noch nie gegeben!!! Die Eiszeit kommt?! 🕵️‍♂️  https://t.co/el5ckLIwBF",german,2,7,14,2021,10
"fff, eu, climateaction",2021-01-10,1,Liebe @FridayForFuture @Luisamneubauer @GretaThunberg @ExtinctionR_DE : so richtig hat die #FFF-Petition an die #EU noch nicht abgehoben.  Können wir das in Gang bringen?   https://t.co/oZgROuUyMS  Jetzt unterschreiben! @radbamberger @tuessl @NoPlanetB_EU #ClimateAction,german,5,23,21,2021,10
"klimakrise, fridaysforfuture, nietzsche",2021-01-10,1,"Jetzt ist der Moment, unser Menschenbild, unser Verhältnis zur Natur und unser Wirtschaftssystem zu revolutionieren, findet der Historiker und Philosoph Philipp Blom. Ein Gespräch wie Dynamit. Schaut’s euch an! #Klimakrise #FridaysForFuture #Nietzsche  https://t.co/ylQhqtELQX",german,7,86,74,2021,10
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit",2021-01-10,1,Guten Morgen vom Hirschgarten 👋😷... In den Sonntag broccolieren😉🤗🥦 #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt 🍀🌹✊💪☕,german,7,3,20,2021,10
"klimakrise, langstreckenluisa, klimanotstand, grünen, fliegold, doppelmoral, heuchler",2021-01-09,1,"Wegen #KlimaKrise demonstrieren, dann ins Flugzeug steigen: FridaysForFuture (#LangstreckenLuisa Neubauer) Für #KlimaNotstand stimmen, dann ins ✈️ steigen: #GRÜNEN-Politiker Sven #Fliegold Giegold.  🙊 😹 #Doppelmoral #Heuchler  https://t.co/xanWJqXxjR",german,3,16,35,2021,9
"cdu, fff, fridaysforfuture",2021-01-09,1,Klimaschutzaktivistin .@Luisamneubauer ist wenig angetan von den Plänen der Kandidaten auf den #CDU-Vorsitz. Vor allem kritisiert sie _FriedrichMerz. #FFF #FridaysForFuture  https://t.co/nEQhTBVPbE,german,4,7,45,2021,9
"saturdayvibes, positivevibes, positivity, bepositive, positivemindset, vocal4local, swadeshi, प्रबुद्ध_मनन, सकारात्मक_संदेश, fridaysforfuture, नव_वर्ष_अन्नदाता_के_संग",2021-01-09,1,@shankardutta117 @PriyaJa0016 @nickystevo @omraj_jeetun @RotiBankSankul @JPsrivastavaBJP @savebygrace71 @anvay_dubey1604 @baski_LA @VivMilano @DrReenaMalviya1 @PardeshiPushpa @GoogleExpertUK @LUPsy2020 @OurFutureBot @manishBJPUP @shaakbhaji @brajeshlive @AmodRaiLive @keertii__ @DurgeshAIHLU @fabcouleurs @MisraSheela @Manvend59913658 @pooja_singh93 @peeku79 @rmahajan25 @pooran775 @amarnathdwi9044 @pd_dubey1 @Yuvrajkk82 @SheoKMishra @MSharmaWBMS @hindustanse @roykajal @VinodKu26407139 @brkapur 🌺 #SaturdayVibes 🌺 सौजन्य : @hindustanse #PositiveVibes #positivity #BePositive #positivemindset #Vocal4Local #Swadeshi #प्रबुद्ध_मनन #सकारात्मक_संदेश  #FridaysForFuture #नव_वर्ष_अन्नदाता_के_संग     https://t.co/ad6JL3b81N  https://t.co/lZhblhpqCj  https://t.co/wVEnyV9KLd,nepali,4,4,7,2021,9
"lesezeichen, cduvorsitz",2021-01-09,1,"""Und wir widersprechen ausdrücklich allen, die sagen, Bananenschalen eignen sich als optimale #Lesezeichen. Hat zwar niemand, aber darum geht's hier scheinbar ja gar nicht."" (LG) #CDUVorsitz",german,34,108,1192,2021,9
"belarus, hongkong, usa, climatestrike, fridaysforfuture, nocarsundays, swedishconstitution, climateemergency, savecongorainforest, stopshell, northsea, shoeprotest",2021-01-09,1,"🆘🆘 D7 #Belarus #HongKong #USA W124 #ClimateStrike #FridaysForFuture   Week 1 #NoCarSundays D26 #SwedishConstitution @SwedishPM #ClimateEmergency W21 @11thHfc   D190 #SaveCongoRainforest  D92 @Shell  #StopShell dumping 11,000 tonnes of Toxic waste! #NorthSea M9 #ShoeProtest 🆘🆘  https://t.co/ufZkiOxNot",english,2,9,17,2021,9
"ohnemeinenphysiotherapeuten, therapeutenamlimit, gesundheitkämpft, unten, einesorgeweniger, heimatstern, noafd, fridaysforfuture, legalizeit",2021-01-09,1,Guten Morgen vom Hirschgarten 👋😷Der Samstagsespresso blubbert in der Kanne und grüßt mich wie das Murmeltier... #ohnemeinenphysiotherapeuten #therapeutenamlimit #gesundheitkämpft #unten #einesorgeweniger #heimatstern #noafd #FridaysForFuture #LegalizeIt 🍀🌹✊💪🥦☕,german,7,5,15,2021,9
"climatestrikeonline, bekind, fridaysforfuture",2021-01-08,1,"#ClimateStrikeOnline week 71 in Belfast, NI.   I'm filled with climate anxiety, and I know many are the same after this news:  https://t.co/GLXxiYQXw4  Please #BeKind to yourselves, rest, and check in on friends. My DMs are always open.  #FridaysForFuture @GretaThunberg @NIYF  https://t.co/H6HUwsXzFJ",english,7,30,206,2021,8
fridaysforfuture,2021-01-08,1,"There's no great surprise here in many ways as Mann is something of an 'extreme centrist' liberal capitalist, but this kind of declaration, so final and certain, really does directly undermine so much of what #FridaysForFuture and so many others are trying to achieve. Unhelpful.",english,6,11,69,2021,8
